頻道名稱,影片發佈時間,影片連結,影片長度,,,,,WAV檔名,,,,
臺北酷課雲-9年級地理,2018年9月17日,https://youtu.be/uOm2bldI5m8?si=heZJoYLztL1Wp336,,0:13:50,,,,國中地理 水資源問題_2291,,,,
臺北酷課雲-9年級地理,2018年9月17日,https://youtu.be/3D-pWKOgXoA?si=ywmaU1ssBIOUB3oc,,0:05:38,,,,國中地理 生態系統失衡_20461,,,,
臺北酷課雲-9年級地理,2017年5月22日,https://youtu.be/fB6c1xVERNg?si=Bb0HMNX9GXK8US23,,0:11:11,,,,正宇老師10分鐘快解106年國中教育會考社會科地理試題,,,,
臺北酷課雲-9年級地理,2017年5月23日,https://youtu.be/u2zpqrE0OMo?si=EKDkgKXm3QtqEbnS,,0:22:32,,,,木柵國中 地理科 張建維老師 線上教學影片拍攝經驗分享,,,,
臺北酷課雲-9年級地理,2017年5月24日,https://youtu.be/jiVOMdl5Has?si=yDzKb8XeJGJlcW1h,,0:12:23,,,,0601明德國中張珍悅 地理 地理VR環遊世界,,,,
臺北酷課雲-9年級地理,2018年4月17日,https://youtu.be/ll35vG7IHOk?si=-Jnu-HFlzOX94jYs,,0:01:41,,,,你不用再坐著上課了!來PK上社會課去,,,,
臺北酷課雲-9年級公民,2018年12月12日,https://youtu.be/z1FA5zRaBNk?si=C7MFeRbTKoHg_xZJ,,0:14:25,,,,國中公民 企業,,,,
臺北酷課雲-9年級公民,2018年12月12日,https://youtu.be/-eewNSSZtnI?si=Q8V0AK3MZhLUGdQD,,0:09:46,,,,國中公民 國際貿易,,,,
臺北酷課雲-9年級公民,2018年12月12日,https://youtu.be/S6AsiOt_beE?si=QnFbS7iYc57zHRHq,,0:09:03,,,,國中公民 就業與失業,,,,
臺北酷課雲-9年級公民,2018年12月12日,https://youtu.be/OSHWtm_VnSk?si=5vY7qVaNajiuyf5I,,0:05:29,,,,國中公民 需求層次理論,,,,
臺北酷課雲-9年級公民,2018年12月12日,https://youtu.be/H_g9miF-fGQ?si=cF1G628GOlsWxNl0,,0:03:12,,,,國中公民 政府組織,,,,
臺北酷課雲-9年級公民,2018年12月12日,https://youtu.be/ckAZIdSLQQo?si=oehz2rvKubuqG3AF,,0:08:37,,,,國中公民 機會成本,,,,
臺北酷課雲-9年級公民,2018年12月12日,https://youtu.be/m8UpFwP44Z0?si=NSYpIH3hWkLp1PyF,,0:06:08,,,,國中公民 影響消費行為的因素,,,,
臺北酷課雲-9年級公民,2018年12月12日,https://youtu.be/UHyneLPU-88?si=6cptW-kw8XcIE-sb,,0:06:10,,,,國中公民 生產的目的,,,,
臺北酷課雲-9年級公民,2018年12月12日,https://youtu.be/Z_b0IiqKDNQ?si=dqav4UyIUqCslQsh,,0:07:09,,,,國中公民 影響生產行為的因素,,,,
臺北酷課雲-9年級公民,2018年12月12日,https://youtu.be/6fPYXgFpE3k?si=IhPTRcJO0XwR_YNT,,0:04:25,,,,國中公民 貨幣促進市場交易,,,,
臺北酷課雲-9年級理化,2022年6月9日,https://youtu.be/xP-HyD2Eauk?si=fuh9wWaSz6r63zLj,,0:08:24,,,,108新課綱｜國中九上理化｜【觀念】測量時間的工具,,,,
臺北酷課雲-9年級理化,2022年6月9日,https://youtu.be/Dgw4p2eOWjI?si=tYunJ0wOXFX24Pz-,,0:06:38,,,,108新課綱｜國中九上理化｜【觀念】單擺,,,,
臺北酷課雲-9年級理化,2022年6月9日,https://youtu.be/V7on36sCCfk?si=OoHPGA6dk-I42GPN,,0:08:18,,,,108新課綱｜國中九上理化｜【觀念】路徑長與位移,,,,
臺北酷課雲-9年級理化,2022年6月9日,https://youtu.be/PmrM1ms9XEY?si=ZzmhpWfFt5-CPN_j,,0:07:24,,,,108新課綱｜國中九上理化｜【觀念】速度與速率,,,,
臺北酷課雲-9年級理化,2022年6月9日,https://youtu.be/Y16-YqdlRMA?si=CMna0-uClPza8pF6,,0:06:40,,,,108新課綱｜國中九上理化｜【觀念】等速度運動,,,,
臺北酷課雲-9年級理化,2022年6月9日,https://youtu.be/yoSGjQNJP_g?si=1iJINSMQmo9nNctU,,0:08:35,,,,108新課綱｜國中九上理化｜【觀念】加速度運動,,,,
臺北酷課雲-9年級理化,2022年6月9日,https://youtu.be/IDUq1PyXGG4?si=qXTTZ9VCry6-u4Tt,,0:07:24,,,,108新課綱｜國中九上理化｜【觀念】等加速度運動,,,,
臺北酷課雲-9年級理化,2022年6月9日,https://youtu.be/feoNwJ8QU0k?si=RwqB4Vj8VgZpmE8R,,0:06:08,,,,108新課綱｜國中九上理化｜【觀念】自由落體,,,,
臺北酷課雲-9年級理化,2022年6月9日,https://youtu.be/9mkLrGl_4Go?si=pyKyULSdDzEXnNNj,,0:05:27,,,,108新課綱｜國中九上理化｜【觀念討論】生活中的加速度運動,,,,
臺北酷課雲-9年級理化,2022年6月9日,https://youtu.be/q1uCGrurqjo?si=UmAsPa_dvMLFibbZ,,0:07:34,,,,108新課綱｜國中九上理化｜【觀念討論】圖表解讀,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/SenqZ5mbZMU?si=yV294sgMVUpEVKFl,,0:05:57,,,,108新課綱｜國中九下理化｜【觀念】牛頓第一運動定律,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/8pAuts0EILI?si=RIkxawrtp3Ftaa9H,,0:08:50,,,,108新課綱｜國中九上理化｜【觀念】牛頓第二運動定律,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/R1GTvO_AuQw?si=EDWqy7otTGMk32RX,,0:08:34,,,,108新課綱｜國中九上理化｜【觀念討論】滑車實驗,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/pcAj_AM8E-M?si=X2j6LRosaJa47FGD,,0:05:13,,,,108新課綱｜國中九上理化｜【解題】牛頓第二運動定律解題,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/zJiMMEYaltQ?si=Ldn6fcFIW2sPCnQz,,0:07:05,,,,108新課綱｜國中九上理化｜【觀念】牛頓第三運動定律,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/38e6TFaptV0?si=-95BZ-kQWyyXeu0D,,0:05:13,,,,108新課綱｜國中九上理化｜【解題】牛頓第三運動定律解題,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/Q1DVq3F-IRc?si=pEsj6jOQ6-lCkIxg,,0:05:58,,,,108新課綱｜國中九上理化｜【觀念】圓周運動,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/ar5CVp5kcLk?si=7kvIb-sd167HiLrf,,0:05:52,,,,108新課綱｜國中九上理化｜【觀念】萬有引力,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/CDchnnlwyQs?si=tKzBB5SEpnZthCxG,,0:05:40,,,,108新課綱｜國中九上理化｜【觀念討論】萬有引力與圓周運動,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/xlxCEouAskY?si=GwOuELqJezNmKjxr,,0:06:28,,,,108新課綱｜國中九上理化｜【觀念】 牛頓力學,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/SORV7_Txu3Q?si=m1CcjebXgRiu_XRm,,0:09:06,,,,108新課綱｜國中九上理化｜【觀念】功的基本概念,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/CX-Lf0iKXDE?si=IUjF5uQ-X87atNKd,,0:07:38,,,,108新課綱｜國中九上理化｜【觀念】功、功率與能量,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/R1Xw_agd6sA?si=3BSsF4RlRsCn5ByQ,,0:07:09,,,,108新課綱｜國中九上理化｜【觀念討論】功與能量守恆,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/7-3dXrekruI?si=9VyyKuYLRoWiX12I,,0:09:44,,,,108新課綱｜國中九上理化｜【觀念】動能與位能,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/jrRXRcC1raY?si=qnGW27skaUvPNPQk,,0:07:10,,,,108新課綱｜國中九上理化｜【觀念】力學能守恆,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/lgxG_Af_TsQ?si=TpQyaA3DrjXM3qfl,,0:09:00,,,,108新課綱｜國中九上理化｜【觀念】力矩與轉動,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/YzeKviV3dts?si=KWQl12CgNfCHtrg-,,0:09:00,,,,108新課綱｜國中九上理化｜【觀念】槓桿原理,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/r12twrVmBwQ?si=EgrgL9a31T28_nw1,,0:09:19,,,,108新課綱｜國中九上理化｜【觀念】簡單機械 Ⅰ,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/0MhOoWLsQkY?si=dkHRnvH7uf6amxtW,,0:09:08,,,,108新課綱｜國中九上理化｜【觀念】簡單機械 Ⅱ,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/mQMbQU1uVA0?si=1KGvy4FgUHV8V-Da,,0:09:43,,,,108新課綱｜國中九上理化｜【觀念】生活中的能源,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/9GonM7YKgJU?si=xfHlEhaDPEhT2Ehc,,0:05:23,,,,108新課綱｜國中九上理化｜【暖身】何謂靜電,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/cflB648rchk?si=HfokiHTmfMBOcd_d,,0:09:55,,,,108新課綱｜國中九上理化｜【觀念】摩擦起電與靜電作用力,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/c3Qz5Kuukss?si=eg1YkiBnDtC-nJVW,,0:07:58,,,,108新課綱｜國中九上理化｜【觀念】靜電感應與感應起電,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/fidZlQczzWk?si=kTIkSRigTnsGyV3c,,0:07:59,,,,108新課綱｜國中九上理化｜【觀念】直流電路,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/REwniYOJRV4?si=FHbariuRfx7H0kKd,,0:08:44,,,,108新課綱｜國中九上理化｜【觀念】串聯與並聯,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/iXUIyq7wkqM?si=xuu-d3e1vqw45srB,,0:08:39,,,,108新課綱｜國中九上理化｜【觀念】電流,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/DqDtLFb27fw?si=k0-8s-ZtrHW3nJAt,,0:07:52,,,,108新課綱｜國中九上理化｜【觀念】電壓,,,,
臺北酷課雲-9年級理化,2020年9月30日,https://youtu.be/NhKVW5tN-YY?si=QpQozR1O5UEkn1AV,,0:07:03,,,,108新課綱｜國中九上理化｜【觀念】電阻與歐姆定律,,,,
臺北酷課雲-9年級理化,2022年6月9日,https://youtu.be/tF2pVy1bFpw?si=xPjb2qcxE90yErXD,,0:08:06,,,,108新課綱｜國中九上理化｜【觀念討論】串聯電路中電流與電壓,,,,
臺北酷課雲-9年級理化,2022年6月9日,https://youtu.be/o-48JmOIdVo?si=uw8qmBHZ7cLPGr04,,0:06:58,,,,108新課綱｜國中九上理化｜【觀念討論】並聯電路中電流與電壓,,,,
臺北酷課雲-9年級理化,2020年12月1日,https://youtu.be/Lyww5ohoNHQ?si=dQK1w13Ea5Y2AC9C,,0:06:30,,,,108新課綱｜國中九下理化｜【暖身】生活中的電流熱效應,,,,
臺北酷課雲-9年級理化,2020年12月1日,https://youtu.be/tKO3T5Ik6es?si=-GBPAX-OEEqSlCnq,,0:05:25,,,,108新課綱｜國中九下理化｜【觀念】電路中的電能,,,,
臺北酷課雲-9年級理化,2020年12月1日,https://youtu.be/gD3Dy3PvMoo?si=Eoo7nGXKX_HLctkD,,0:06:03,,,,108新課綱｜國中九下理化｜【觀念】電功率,,,,
臺北酷課雲-9年級理化,2020年12月1日,https://youtu.be/2Oe4aMMovzc?si=JFNk7fpbPgXOKKUx,,0:08:23,,,,108新課綱｜國中九下理化｜【觀念】直流電與交流電,,,,
臺北酷課雲-9年級理化,2020年12月1日,https://youtu.be/r0XHhIO5cOk?si=4esc1w6SYE785_9t,,0:06:44,,,,108新課綱｜國中九下理化｜【觀念討論】節能用電,,,,
臺北酷課雲-9年級理化,2020年12月1日,https://youtu.be/C-dGcOBfweM?si=u8_2vYPGoNt6Mvib,,0:07:02,,,,108新課綱｜國中九下理化｜【觀念討論】 安全用電與電器規格,,,,
臺北酷課雲-9年級理化,2020年12月1日,https://youtu.be/FH1mkHxfIWA?si=83NnTlw5FRobN5cD,,0:08:25,,,,108新課綱｜國中九下理化｜【觀念】伏打電池與鋅銅電池的介紹,,,,
臺北酷課雲-9年級理化,2022年6月9日,https://youtu.be/ETBh4iLG0zI?si=eUY6mS7R2g2WNMkM,,0:08:19,,,,108新課綱｜國中九下理化｜【觀念】常見的電池,,,,
臺北酷課雲-9年級理化,2021年1月6日,https://youtu.be/xgUhfB_uMBg?si=WpjqC9fVGP7S8PU4,,0:06:29,,,,108新課綱｜國中九下理化｜【觀念】電解與電鍍,,,,
臺北酷課雲-9年級理化,2021年1月6日,https://youtu.be/EzcXKd0Pqw0?si=e3PucqEFtFVtVrS9,,0:07:02,,,,108新課綱｜國中九下理化｜【觀念討論】電鍍的應用,,,,
臺北酷課雲-9年級理化,2021年1月6日,https://youtu.be/HJUJxK8cW3A?si=7uG3RuELFUG6WQOf,,0:07:51,,,,108新課綱｜國中九下理化｜【觀念】 磁鐵與磁性,,,,
臺北酷課雲-9年級理化,2021年1月6日,https://youtu.be/ZueDn4PMwVA?si=yEn8iig6D65jy38t,,0:07:37,,,,108新課綱｜國中九下理化｜【觀念】磁力線與地球磁場,,,,
臺北酷課雲-9年級理化,2021年1月6日,https://youtu.be/H1UMt71s_M4?si=9PVQAfEQ1w1L3X-O,,0:06:47,,,,108新課綱｜國中九下理化｜【觀念】電流磁效應,,,,
臺北酷課雲-9年級理化,2021年1月6日,https://youtu.be/Lq5mOIdFFGY?si=4YHCK6yUDHsetKNf,,0:06:47,,,,108新課綱｜國中九下理化｜【觀念】安培右手定則,,,,
臺北酷課雲-9年級理化,2021年1月6日,https://youtu.be/4d3vnW6Aq3A?si=_poFQ-hOlfdcLcYA,,0:05:33,,,,108新課綱｜國中九下理化｜【觀念討論】 電磁與地磁,,,,
臺北酷課雲-9年級理化,2021年1月6日,https://youtu.be/ALfODK4MF0I?si=6Jpld0hjswKQqZzu,,0:06:04,,,,108新課綱｜國中九下理化｜【觀念】電磁鐵的應用,,,,
臺北酷課雲-9年級理化,2021年1月6日,https://youtu.be/-ArpGf_Rv8M?si=Rqm0Df_YnhoZM7i-,,0:05:18,,,,108新課綱｜國中九下理化｜【觀念】電流與磁場的交互作用與右手開掌定則,,,,
臺北酷課雲-9年級理化,2021年1月6日,https://youtu.be/DQuRuIwTE5Q?si=0XQXIZZwWkxp1l32,,0:06:18,,,,108新課綱｜國中九下理化｜【觀念】電動機原理,,,,
臺北酷課雲-9年級理化,2021年1月6日,https://youtu.be/1t7_xNlG0DQ?si=-63wdgfwJEz3d9Y4,,0:06:07,,,,108新課綱｜國中九下理化｜【觀念】電磁感應與感應電流,,,,
臺北酷課雲-9年級理化,2021年1月6日,https://youtu.be/IIkqJMuajz0?si=oKDvC6qG8_6aoMng,,0:05:11,,,,108新課綱｜國中九下理化｜【觀念】發電機原理,,,,
臺北酷課雲-9年級地科,2021年8月12日,https://youtu.be/hgB6AjxJZKU?si=GTKgDHEg2G2Al7dI,,0:07:29,,,,108新課綱｜國中｜九上｜地球科學｜地球上水的分布,,,,
臺北酷課雲-9年級地科,2021年8月12日,https://youtu.be/1MpPwvDYWEc?si=KbTN0cP9rF0Q7RPV,,0:08:20,,,,108新課綱｜國中｜九上｜地球科學｜地下水及地層下陷,,,,
臺北酷課雲-9年級地科,2021年8月12日,https://youtu.be/MIj-50Be1n4?si=aaysUS-dTT0tu9v4,,0:08:48,,,,108新課綱｜國中｜九上｜地球科學｜地球的外部營力,,,,
臺北酷課雲-9年級地科,2021年8月12日,https://youtu.be/uN1tVBS-cvI?si=O-9wsVuLjE0QlpTZ,,0:07:25,,,,108新課綱｜國中｜九上｜地球科學｜地球的內部營力,,,,
臺北酷課雲-9年級地科,2021年8月12日,https://youtu.be/5Gz5wFigR6w?si=4qZ1umOn5r33953v,,0:08:04,,,,108新課綱｜國中｜九上｜地球科學｜冰川、海浪與風的作用,,,,
臺北酷課雲-9年級地科,2021年8月12日,https://learning.cooc.tp.edu.tw/coocLearning/media/view/57146,,0:07:14,,,,108新課綱｜國中｜九上｜地球科學｜海岸線平衡,,,,
臺北酷課雲-9年級地科,2021年8月12日,https://youtu.be/keH02PoztI8?si=uJ_AFkficHLCbg3y,,0:09:58,,,,108新課綱｜國中｜九上｜地球科學｜三大岩類,,,,
臺北酷課雲-9年級地科,2021年8月12日,https://youtu.be/sHjOy_h6oKo?si=RGlOWtzONGytq2j5,,0:08:53,,,,108新課綱｜國中｜九上｜地球科學｜化石,,,,
臺北酷課雲-9年級地科,2021年11月30日,https://youtu.be/uYLOoJAGzDw?si=6t6SCTlUKCwPi_QS,,0:08:04,,,,108新課綱｜國中｜九上｜地球科學｜地殼、地函與地核,,,,
臺北酷課雲-9年級地科,2021年11月30日,https://youtu.be/XVtgNbBHHzo?si=ODZE4a9MU2KRzr-3,,0:08:11,,,,108新課綱｜國中｜九上｜地球科學｜岩石圈與軟流圈,,,,
臺北酷課雲-9年級地科,2021年11月30日,https://youtu.be/olvs3gUcH48?si=YD2cx2PQ9wjQ6SQN,,0:09:55,,,,108新課綱｜國中｜九上｜地球科學｜板塊構造學說,,,,
臺北酷課雲-9年級地科,2021年11月30日,https://youtu.be/6MioNrDw-Fg?si=tvGki8IqGnmA9jTD,,0:08:19,,,,108新課綱｜國中｜九上｜地球科學｜地震原理,,,,
臺北酷課雲-9年級地科,2021年11月30日,https://youtu.be/mc6R77x-zBk?si=ISo-Tu9_ws_bFrPp,,0:09:55,,,,108新課綱｜國中｜九上｜地球科學｜地震規模與強度,,,,
臺北酷課雲-9年級地科,2021年11月30日,https://youtu.be/gwMjY9OJkDQ?si=f_OqTW1YgnKrv8Kd,,0:09:57,,,,108新課綱｜國中｜九上｜地球科學｜地震災害與應變,,,,
臺北酷課雲-9年級地科,2021年11月30日,https://youtu.be/MKYSXvOcYxU?si=XKPvgyN1fSk4uTjK,,0:07:19,,,,108新課綱｜國中｜九上｜地球科學｜褶皺,,,,
臺北酷課雲-9年級地科,2021年11月30日,https://youtu.be/NaeJ8P91j4w?si=Y4aMl6kpnEIbVVHI,,0:08:23,,,,108新課綱｜國中｜九上｜地球科學｜斷層,,,,
臺北酷課雲-9年級地科,2021年11月30日,https://youtu.be/AcA2AK3gkgM?si=8x7dBf0p-jjNSyno,,0:10:00,,,,108新課綱｜國中｜九上｜地球科學｜岩層與地球歷史,,,,
臺北酷課雲-9年級地科,2021年11月30日,https://youtu.be/-hdZk8v8oJY?si=8tSzsPO4UeNKjQu-,,0:07:55,,,,108新課綱｜國中｜九上｜地球科學｜臺灣地區的板塊運動,,,,
臺北酷課雲-9年級地科,2021年11月30日,https://youtu.be/1hSnxlh_GRU?si=VX8PEIbjG_G5geyZ,,0:08:26,,,,108新課綱｜國中｜九上｜地球科學｜臺灣的地形地貌（上）,,,,
臺北酷課雲-9年級地科,2021年11月30日,https://youtu.be/jTu_M6JgQO8?si=x7GfN1JcS2oMw3Wr,,0:09:34,,,,108新課綱｜國中｜九上｜地球科學｜臺灣的地形地貌（下）,,,,
臺北酷課雲-9年級地科,2021年8月12日,https://youtu.be/TTq49U839f4?si=MXg7rSdfs6DXtmN7,,0:09:10,,,,108新課綱｜國中｜九上｜地球科學｜太陽系的成員,,,,
臺北酷課雲-9年級地科,2021年8月12日,https://youtu.be/ZEsb-5Re-vk?si=uf6fSm-1Bo3uNORb,,0:07:29,,,,108新課綱｜國中｜九上｜地球科學｜探索生命,,,,
臺北酷課雲-9年級地科,2021年8月12日,https://youtu.be/-KhBmbnzLvI?si=bwrzzz7mRnrLrO1Q,,0:07:49,,,,108新課綱｜國中｜九上｜地球科學｜宇宙的結構,,,,
臺北酷課雲-9年級地科,2021年9月16日,https://youtu.be/tAIxfJsijEY?si=cA-lhLg-LEsuMWMo,,0:07:06,,,,108新課綱｜國中｜九上｜地球科學｜月相盈虧,,,,
臺北酷課雲-9年級地科,2021年9月16日,https://youtu.be/4rTRmBZAxKA?si=VpWmeNgF0P_5DJsh,,0:08:32,,,,108新課綱｜國中｜九上｜地球科學｜日食,,,,
臺北酷課雲-9年級地科,2021年9月16日,https://youtu.be/CPZg91CpxYs?si=q6LcBYK5OvP_B67w,,0:07:21,,,,108新課綱｜國中｜九上｜地球科學｜月食,,,,
臺北酷課雲-9年級地科,2021年9月16日,https://youtu.be/ult9wZvq9oA?si=V4xr6XKuoecdfHQR,,0:06:49,,,,108新課綱｜國中｜九上｜地球科學｜地球自轉與公轉,,,,
臺北酷課雲-9年級地科,2021年9月16日,https://youtu.be/A04YrS3dz9M?si=uNWlSVhWtM2Wp5-n,,0:09:48,,,,108新課綱｜國中｜九上｜地球科學｜晝夜長短,,,,
臺北酷課雲-9年級地科,2021年9月16日,https://youtu.be/M-zkvqw1Rpw?si=FGBhdL2RpKFFeLZl,,0:07:45,,,,108新課綱｜國中｜九上｜地球科學｜四季變化,,,,
臺北酷課雲-9年級地科,2021年9月16日,https://youtu.be/H8OW9EEOUwA?si=ZI2YWQJEJRR3C8Pm,,0:07:33,,,,108新課綱｜國中｜九上｜地球科學｜潮汐原理,,,,
臺北酷課雲-9年級地科,2021年9月16日,https://youtu.be/FYXywmJmySU?si=tyXA0MulRpltXarK,,0:08:20,,,,108新課綱｜國中｜九上｜地球科學｜潮汐對生活的影響,,,,
臺北酷課雲-9年級地科,2022年6月15日,https://youtu.be/I42WtG7Eszk?si=WXvu_aS160VjpSgU,,0:09:57,,,,108新課綱｜國中｜九下｜地球科學｜大氣的組成,,,,
臺北酷課雲-9年級地科,2022年6月15日,影片壞掉,,0:09:37,,,,108新課綱｜國中｜九下｜地球科學｜大氣的分層結構,,,,
臺北酷課雲-9年級地科,2022年6月15日,https://youtu.be/L-HFwCWJhtc?si=I5kqoFb8Euw5kOXR,,0:10:47,,,,108新課綱｜國中｜九下｜地球科學｜空氣污染與防制,,,,
臺北酷課雲-9年級地科,2022年6月15日,https://youtu.be/YzzS5xOC1cg?si=9DoBQ-njNnGlZzMg,,0:10:41,,,,108新課綱｜國中｜九下｜地球科學｜成雲致雨,,,,
臺北酷課雲-9年級地科,2023年1月30日,https://youtu.be/Bf068Xrc__4?si=RMFWtEdXb3_l_09w,,0:08:45,,,,108新課綱｜國中｜九下｜地球科學｜氣壓與風,,,,
臺北酷課雲-9年級地科,2023年1月30日,https://youtu.be/QmNCFfBm2pw?si=5SzgkmjT1Ah9QNMT,,0:10:20,,,,108新課綱｜國中｜九下｜地球科學｜高低氣壓系統,,,,
臺北酷課雲-9年級地科,2022年6月15日,https://youtu.be/VoND6Td23Hg?si=5R37CBMAbFQZiWTR,,0:08:40,,,,108新課綱｜國中｜九下｜地球科學｜從海陸風到季風現象,,,,
臺北酷課雲-9年級地科,2022年6月15日,https://youtu.be/shgRgMlNBgQ?si=pxgPG3eUktVKeAvM,,0:07:47,,,,108新課綱｜國中｜九下｜地球科學｜氣團,,,,
臺北酷課雲-9年級地科,2022年9月15日,https://youtu.be/BqI-yBan0dY?si=r0g0a3x5u9vXSuUE,,0:07:38,,,,108新課綱｜國中｜九下｜地球科學｜鋒面,,,,
臺北酷課雲-9年級地科,2022年9月15日,https://youtu.be/52JiCgI8EMI?si=aYwHMWJVHyY03DKc,,0:08:22,,,,108新課綱｜國中｜九下｜地球科學｜寒流,,,,
臺北酷課雲-9年級地科,2022年9月15日,https://youtu.be/2qK1NhYs36g?si=PC57UmgM4klQQyAN,,0:09:08,,,,108新課綱｜國中｜九下｜地球科學｜梅雨,,,,
臺北酷課雲-9年級地科,2023年1月30日,https://youtu.be/ESMqL7h5qMA?si=LldaTsCVRRvygqSw,,0:10:40,,,,108新課綱｜國中｜九下｜地球科學｜颱風,,,,
臺北酷課雲-9年級地科,2023年1月30日,https://youtu.be/a3Ew45TjXuk?si=pQQ43IBGJslP6zUy,,0:08:39,,,,108新課綱｜國中｜九下｜地球科學｜洪水與乾旱,,,,
臺北酷課雲-9年級地科,2022年6月15日,https://youtu.be/8D7IuoCSvWQ?si=dTZaqJqUminfT0q2,,0:09:45,,,,108新課綱｜國中｜九下｜地球科學｜海水的運動,,,,
臺北酷課雲-9年級地科,2022年6月15日,https://youtu.be/PiHErCSX1mU?si=4ZCVkvAmD5ju7u2p,,0:08:51,,,,108新課綱｜國中｜九下｜地球科學｜溫室效應,,,,
臺北酷課雲-9年級地科,2022年9月15日,https://youtu.be/LkEDKEMItRs?si=suH86GzGirfm_Dhu,,0:08:26,,,,108新課綱｜國中｜九下｜地球科學｜全球暖化,,,,
臺北酷課雲-9年級地科,2022年9月15日,https://youtu.be/icMPI5KSBJE?si=b3iHfMMutUXn5xuO,,0:09:27,,,,108新課綱｜國中｜九下｜地球科學｜氣候變遷的減緩與調適,,,,
臺北酷課雲-9年級地科,2023年1月30日,https://youtu.be/QA5yOeL5iws?si=5Ci2HLkzin-tYvIV,,0:08:48,,,,108新課綱｜國中｜九下｜地球科學｜山崩與土石流,,,,
臺北酷課雲-9年級地科,2023年1月30日,https://youtu.be/BVtCN4IToi0?si=LdjYIlBbce886FEz,,0:09:34,,,,108新課綱｜國中｜九下｜地球科學｜人與自然的互動,,,,
臺北酷課雲-10年級國文,2018年11月13日,https://youtu.be/YXfG4LpvrXI,,0:10:29,,,,高中國文｜項脊軒志：文意析論,,,,
臺北酷課雲-10年級國文,2018年11月13日,https://youtu.be/FRcswjaojU4,,0:11:25,,,,高中國文｜項脊軒志：空間書寫,,,,
臺北酷課雲-10年級國文,2018年11月13日,https://youtu.be/acYCUvQdVVA,,0:14:43,,,,高中國文｜項脊軒志：女性聲影,,,,
臺北酷課雲-10年級國文,2018年11月13日,https://youtu.be/orsvWu-5QmA,,0:13:05,,,,高中國文｜項脊軒志：擬史論贊,,,,
臺北酷課雲-10年級國文,2018年11月13日,https://youtu.be/mr5x2ngA98w,,0:13:48,,,,高中國文｜項脊軒志：導論,,,,
臺北酷課雲-10年級國文,2018年11月9日,https://youtu.be/_DJMAWecRx8,,0:06:59,,,,高中國文｜師說：導論,,,,
臺北酷課雲-10年級國文,2018年11月9日,https://youtu.be/MbY4nOBU-iM,,0:08:06,,,,高中國文｜師說：韓愈及唐宋古文運動,,,,
臺北酷課雲-10年級國文,2018年11月9日,https://youtu.be/vkjhhuky10k,,0:05:44,,,,高中國文｜師說：課文與論說文寫作 （一）,,,,
臺北酷課雲-10年級國文,2018年11月9日,https://youtu.be/230A_7u5TO8,,0:08:48,,,,高中國文｜師說：課文與論說文寫作（二）,,,,
臺北酷課雲-10年級國文,2018年11月9日,https://youtu.be/yf17_GpVe7E,,0:08:32,,,,高中國文｜師說：賞析與教育覺醒,,,,
臺北酷課雲-10年級國文,2018年12月13日,https://youtu.be/nQ6sryGiiRc,,0:11:49,,,,高中國文｜明湖居聽書：導論,,,,
臺北酷課雲-10年級國文,2018年12月13日,https://youtu.be/PBLeIHs85U0,,0:11:51,,,,高中國文｜明湖居聽書：章回類型與譴責小說,,,,
臺北酷課雲-10年級國文,2018年12月13日,https://youtu.be/_9hl6JyyFPg,,0:13:59,,,,高中國文｜明湖居聽書：劉鶚與老殘遊記,,,,
臺北酷課雲-10年級國文,2018年12月13日,https://youtu.be/EP-x3bHb8sg,,0:10:02,,,,高中國文｜明湖居聽書：聲景空間遊歷,,,,
